conditional_post_id,condition_title,child_title,community_p_a,community_p_b,community_p_b_given_a,community_p_b_given_na,community_p_b_expected,community_consistency_error,llm_p_a,llm_p_b,llm_p_b_given_a,llm_p_b_given_na,llm_p_b_expected,llm_consistency_error,llm_relative_error,llm_calibrated_error
25557,Will a high fidelity fermentation test that costs under $10 be commercially available before 2035?,"Will the cost of developing a bioproduct be reduced by 100x before 2045, compared with 2024?",0.05,0.55,0.6,0.2,0.22,0.33,0.34474638745473707,0.3142749059794346,0.544335971819275,0.19323364832955328,0.3143,0.0,0.0,0.0
27179,"Before 2030, will there be an AI-caused administrative disempowerment?","Before 2100, will AI cause the human population to fall below 5000 individuals?",0.5,0.01,0.25,0.03,0.14,0.13,0.15,0.05,0.05,0.05,0.05,0.0,0.0,0.0
40107,Will there be a positive transition to a world with radically smarter-than-human artificial intelligence?,Will someone born before 2001 live to be 150?,0.5,0.32,0.85,0.05,0.45,0.13,0.15260199341050093,0.13361628025827302,0.2540933584751046,0.11192040399564726,0.1336,0.0,0.0,0.0
28255,Will the 2030 light duty pure battery electric vehicle sales share exceed 35% in the US through November 2030?,Will the retail price of electricity in the US in 2030 be below 11 cents USD (2023 dollars)?,0.29,0.15,0.2,0.2,0.2,0.05,0.29944435107231643,0.2595490918153063,0.2968941148599599,0.24358639676245167,0.2595,0.0,0.0,0.0
21880,Will Xi Jinping continue leading China in 2030?,Will there be a US-China war before 2035?,0.69,0.12,0.17,0.07,0.139,0.019,0.8484378401808432,0.1795867116267666,0.166297564828081,0.25397873019639655,0.1796,0.0,0.0,0.0
22231,Will the U.S. make an official statement before 2030 threatening nuclear use in the defense of Taiwan?,Will there be a US-China war before 2035?,0.058,0.12,0.08,0.049,0.0508,0.0692,0.741686280801607,0.3604535613481929,0.40319746402470796,0.23772463196155744,0.3605,0.0,0.0,0.0
22200,Will the U.S. deploy nuclear missiles to Japan or the Philippines before 2035?,Will there be a US-China war before 2035?,0.25,0.12,0.19,0.09,0.115,0.005,0.25141201623502624,0.19211686087181834,0.3026952420353805,0.15497929740219937,0.1921,0.0,0.0,0.0
22221,Will China make an official statement before 2030 threatening nuclear use before if there is interference with Taiwan?,"Will China reach 1,000 nuclear warheads by 2030?",0.3,0.7,0.62,0.59,0.599,0.101,0.3017500111623943,0.3437210822261124,0.552077009870372,0.25367968659777884,0.3437,0.0,0.0,0.0
18743,Will the Chinese Yuan be among the top 3 global payments currencies before 2030?,Will there be a US-China war before 2035?,0.15,0.12,0.07,0.05,0.053,0.067,0.3017298956264094,0.18712359582463403,0.2548505137475552,0.15785807844390135,0.1871,0.0,0.0,0.0
19105,Will the US unemployment rate reach 10% before 2031?,Will there be major civil unrest or rioting in America before 2031?,0.5,0.72,0.55,0.3,0.425,0.295,0.15195628872626302,0.18384938159581785,0.30345715909759335,0.16241752173959778,0.1838,0.0,0.0,0.0
28258,Will the retail price of electricity in the US in 2030 be below 11 cents USD (2023 dollars)?,Will the 2030 light duty pure battery electric vehicle sales share exceed 35% in the US through November 2030?,0.15,0.29,0.67,0.15,0.228,0.062,0.7503728548847582,0.6192091254559846,0.6230143024176361,0.6077708602029981,0.6192,0.0,0.0,0.0
27185,"Between 2023 and 2030, will revenue from deep learning double every two years?","Before 2100, will AI cause the human population to fall below 5000 individuals?",0.5,0.01,0.05,0.03,0.04,0.03,0.75,0.05,0.05,0.05,0.05,0.0,0.0,0.0
21967,Will combat troops from NATO countries be openly present in Ukraine before 2027 in significant numbers?,Will there be a direct conflict between Russia and any NATO member state before 2027?,0.1,0.096,0.2,0.02,0.038,0.058,0.20180128936219643,0.1817881941125688,0.2546902246781693,0.1633570396029346,0.1818,0.0,0.0,0.0
22228,Will China make an official statement before 2030 threatening nuclear use before if there is interference with Taiwan?,Will there be a US-China war before 2035?,0.3,0.12,0.13,0.22,0.193,0.073,0.8004149919363208,0.7201802254563896,0.7236840529683886,0.7061284883195716,0.7202,0.0,0.0,0.0
25651,Will there be an open-source repository of tools for alternative protein production before 2030?,Will alternative protein have a market share above 25% of that of meat before 2035?,0.5,0.045,0.3,0.275,0.2875,0.2425,0.35190254065048177,0.3919930907531816,0.5529224424500866,0.3046120234300337,0.392,0.0,0.0,0.0
