conditional_post_id,condition_title,child_title,community_p_a,community_p_b,community_p_b_given_a,community_p_b_given_na,community_p_b_expected,community_consistency_error,llm_p_a,llm_p_b,llm_p_b_given_a,llm_p_b_given_na,llm_p_b_expected,llm_consistency_error,llm_relative_error,llm_calibrated_error
25588,Will gasified lignocellulosic biomass and microbial gas fermentation scale to 500 million tons before 2050?,Will chemicals produced from biomass achieve price parity with these three petrochemical equivalents before 2050?,0.35,0.47,0.75,0.35,0.49,0.02,0.6561432561819642,0.5595162983785364,0.4422551120163136,0.7832726679329107,0.5595,0.0,0.0,0.0
17271,Will the National Popular Vote Interstate Compact reach majority in the Electoral college before 2030?,Will the USA enter a second civil war before 2031?,0.15,0.04,0.02,0.02,0.02,0.02,0.1995909719846852,0.14416138589871963,0.10085652178422479,0.15495993966063465,0.1442,0.0,0.0,0.0
25618,"Will a bio additive for accelerating mafic rock weathering by at least 30%, which enhances its CO2 sequestration, be available before 2030 and cost less than $20 per ton of rock?",Will 0.5 Gt of atmospheric CO2 be removed annually using enhanced rock weathering before 2040?,0.1,0.13,0.6,0.2,0.24,0.11,0.2567483475721946,0.2184909942497156,0.3609281096475212,0.1692876135485963,0.2185,0.0,0.0,0.0
22224,Will the U.S. make an official statement before 2030 threatening nuclear use in the defense of Taiwan?,"Will China reach 1,000 nuclear warheads by 2030?",0.058,0.7,0.61,0.65,0.6477,0.0523,0.7004413756387385,0.7315882250809538,0.7276717471657301,0.740745908936545,0.7316,0.0,0.0,0.0
15174,Will China's GDP Overtake the US Before 2030?,Will there be a US-China war before 2035?,0.05,0.12,0.12,0.076,0.0782,0.0418,0.20124617323630287,0.19387200819042913,0.3517994070417209,0.15408217106783087,0.1939,0.0,0.0,0.0
35602,"Will the USA invade Mexico and acknowledge that invasion before January 20, 2029?","Will there be a ""World War Three"" before 2050?",0.05,0.25,0.78,0.52,0.533,0.283,0.09960292530183779,0.15559513576407974,0.2492063660974617,0.14523975740493808,0.1556,0.0,0.0,0.0
25557,Will a high fidelity fermentation test that costs under $10 be commercially available before 2035?,"Will the cost of developing a bioproduct be reduced by 100x before 2045, compared with 2024?",0.05,0.55,0.6,0.2,0.22,0.33,0.2,0.15,0.35,0.1,0.15,0.0,0.0,0.0
27179,"Before 2030, will there be an AI-caused administrative disempowerment?","Before 2100, will AI cause the human population to fall below 5000 individuals?",0.5,0.01,0.25,0.03,0.14,0.13,0.15,0.05,0.05,0.05,0.05,0.0,0.0,0.0
40107,Will there be a positive transition to a world with radically smarter-than-human artificial intelligence?,Will someone born before 2001 live to be 150?,0.5,0.32,0.85,0.05,0.45,0.13,0.25,0.15,0.3,0.1,0.15,0.0,0.0,0.0
28255,Will the 2030 light duty pure battery electric vehicle sales share exceed 35% in the US through November 2030?,Will the retail price of electricity in the US in 2030 be below 11 cents USD (2023 dollars)?,0.29,0.15,0.2,0.2,0.2,0.05,0.25,0.3,0.3,0.3,0.3,0.0,0.0,0.0
21880,Will Xi Jinping continue leading China in 2030?,Will there be a US-China war before 2035?,0.69,0.12,0.17,0.07,0.139,0.019,0.7989561500947954,0.4177648825046771,0.435653614832636,0.3466743581361816,0.4178,0.0,0.0,0.0
22231,Will the U.S. make an official statement before 2030 threatening nuclear use in the defense of Taiwan?,Will there be a US-China war before 2035?,0.058,0.12,0.08,0.049,0.0508,0.0692,0.19894585264923498,0.26203397379024673,0.34719378023155784,0.24088410475815586,0.262,0.0,0.0,0.0
22200,Will the U.S. deploy nuclear missiles to Japan or the Philippines before 2035?,Will there be a US-China war before 2035?,0.25,0.12,0.19,0.09,0.115,0.005,0.19560585795157995,0.24219271606482856,0.339910553713083,0.2184305073773248,0.2422,0.0,0.0,0.0
22221,Will China make an official statement before 2030 threatening nuclear use before if there is interference with Taiwan?,"Will China reach 1,000 nuclear warheads by 2030?",0.3,0.7,0.62,0.59,0.599,0.101,0.8004385087031574,0.7296820672970481,0.726041474430229,0.7442844372541727,0.7297,0.0,0.0,0.0
18743,Will the Chinese Yuan be among the top 3 global payments currencies before 2030?,Will there be a US-China war before 2035?,0.15,0.12,0.07,0.05,0.053,0.067,0.25075045750419617,0.3229895120040746,0.2945224056403278,0.3325165647938687,0.323,0.0,0.0,0.0
19105,Will the US unemployment rate reach 10% before 2031?,Will there be major civil unrest or rioting in America before 2031?,0.5,0.72,0.55,0.3,0.425,0.295,0.10194945179619386,0.18312441243907204,0.3526254846082218,0.16388213100950996,0.1831,0.0,0.0,0.0
28258,Will the retail price of electricity in the US in 2030 be below 11 cents USD (2023 dollars)?,Will the 2030 light duty pure battery electric vehicle sales share exceed 35% in the US through November 2030?,0.15,0.29,0.67,0.15,0.228,0.062,0.29886916908059574,0.4021772574478554,0.4431970568885449,0.3846918569576324,0.4022,0.0,0.0,0.0
27185,"Between 2023 and 2030, will revenue from deep learning double every two years?","Before 2100, will AI cause the human population to fall below 5000 individuals?",0.5,0.01,0.05,0.03,0.04,0.03,0.3035653957853736,0.08671494001594217,0.1567302953764085,0.056196297012816775,0.0867,0.0,0.0,0.0
21967,Will combat troops from NATO countries be openly present in Ukraine before 2027 in significant numbers?,Will there be a direct conflict between Russia and any NATO member state before 2027?,0.1,0.096,0.2,0.02,0.038,0.058,0.13345836406886172,0.1930560515628051,0.6415173754414532,0.12398733962643671,0.1931,0.0,0.0,0.0
22228,Will China make an official statement before 2030 threatening nuclear use before if there is interference with Taiwan?,Will there be a US-China war before 2035?,0.3,0.12,0.13,0.22,0.193,0.073,0.20129195963787577,0.28198050493813165,0.35409734536405296,0.2638054780213573,0.282,0.0,0.0,0.0
25651,Will there be an open-source repository of tools for alternative protein production before 2030?,Will alternative protein have a market share above 25% of that of meat before 2035?,0.5,0.045,0.3,0.275,0.2875,0.2425,0.30408902411449273,0.28408325605378637,0.45590329859865286,0.20900384091121801,0.2841,0.0,0.0,0.0
